txn_id,customer_id,merchant_id,amount,timestamp,city,is_fraud
677,28,9,45.28,2026-01-12 15:38:00,Rawalpindi,0
14156,557,22,18.42,2026-01-12 15:41:00,Faisalabad,0
19205,758,49,11.04,2026-01-12 15:42:00,Islamabad,0
14538,574,13,43.42,2026-01-12 15:44:00,Lahore,0
8515,335,68,45.2,2026-01-12 15:46:00,Rawalpindi,0
8315,327,39,99.06,2026-01-12 15:51:00,Islamabad,0
12906,508,85,13.09,2026-01-12 15:52:00,Islamabad,0
16837,663,138,23.95,2026-01-12 16:04:00,Islamabad,0
19191,758,57,31.63,2026-01-12 16:05:00,Islamabad,0
19326,764,87,136.21,2026-01-12 16:06:00,Rawalpindi,0
3101,122,19,19.64,2026-01-12 16:13:00,Lahore,0
19110,754,75,63.71,2026-01-12 16:16:00,Multan,0
17930,706,38,29.85,2026-01-12 16:19:00,Faisalabad,0
15578,615,90,135.11,2026-01-12 16:21:00,Karachi,0
1635,65,36,38.1,2026-01-12 16:23:00,Rawalpindi,0
4254,170,110,28.44,2026-01-12 16:25:00,Islamabad,0
4030,160,84,32.67,2026-01-12 16:25:00,Karachi,0
15524,613,84,41.19,2026-01-12 16:29:00,Karachi,0
13002,511,146,22.0,2026-01-12 16:31:00,Karachi,0
10534,415,34,81.5,2026-01-12 16:32:00,Rawalpindi,0
15206,600,135,54.39,2026-01-12 16:32:00,Faisalabad,0
15154,597,77,77.52,2026-01-12 16:36:00,Lahore,0
3422,136,5,15.43,2026-01-12 16:40:00,Lahore,0
19412,767,109,24.09,2026-01-12 16:43:00,Islamabad,0
15535,613,73,28.15,2026-01-12 16:43:00,Karachi,0
18024,711,143,85.74,2026-01-12 16:46:00,Lahore,0
5546,221,13,54.48,2026-01-12 16:49:00,Karachi,0
17125,675,56,40.84,2026-01-12 16:50:00,Karachi,0
18791,741,98,26.73,2026-01-12 16:53:00,Lahore,0
1690,68,130,66.34,2026-01-12 16:54:00,Multan,0
5844,232,66,36.99,2026-01-12 16:56:00,Lahore,0
17681,696,34,62.37,2026-01-12 16:58:00,Karachi,0
4282,171,128,77.81,2026-01-12 17:02:00,Karachi,0
10258,404,8,87.74,2026-01-12 17:04:00,Rawalpindi,0
19884,786,81,46.07,2026-01-12 17:09:00,Faisalabad,0
1509,61,137,34.66,2026-01-12 17:14:00,Multan,0
4039,161,33,44.63,2026-01-12 17:15:00,Multan,0
6018,238,137,28.06,2026-01-12 17:20:00,Islamabad,0
12768,502,33,80.25,2026-01-12 17:26:00,Karachi,0
13124,517,63,5.71,2026-01-12 17:27:00,Islamabad,0
4128,164,92,66.73,2026-01-12 17:29:00,Multan,0
7298,287,96,1.0,2026-01-12 17:33:00,Karachi,0
11421,450,16,40.77,2026-01-12 17:33:00,Faisalabad,0
15926,628,145,35.3,2026-01-12 17:34:00,Rawalpindi,0
2180,87,39,74.08,2026-01-12 17:35:00,Faisalabad,0
9468,373,39,44.82,2026-01-12 17:38:00,Lahore,0
13181,519,21,60.73,2026-01-12 17:40:00,Lahore,0
19256,760,122,54.7,2026-01-12 17:47:00,Karachi,0
4740,189,36,32.39,2026-01-12 17:52:00,Islamabad,0
12222,480,98,14.4,2026-01-12 17:55:00,Faisalabad,0
12266,482,48,88.76,2026-01-12 18:18:00,Rawalpindi,0
16785,662,15,21.76,2026-01-12 18:19:00,Lahore,0
4354,174,31,41.66,2026-01-12 18:19:00,Rawalpindi,0
7956,314,126,38.79,2026-01-12 18:23:00,Karachi,0
8210,324,47,41.15,2026-01-12 18:28:00,Rawalpindi,0
12369,487,135,44.49,2026-01-12 18:38:00,Islamabad,0
14668,579,135,20.09,2026-01-12 18:49:00,Faisalabad,0
7522,296,9,3.26,2026-01-12 18:59:00,Lahore,0
11543,454,33,32.16,2026-01-12 19:01:00,Multan,0
2469,98,103,36.69,2026-01-12 19:15:00,Multan,0
11806,464,143,10.04,2026-01-12 19:26:00,Multan,0
10252,404,88,63.29,2026-01-12 20:22:00,Rawalpindi,0
14476,571,78,15.05,2026-01-12 20:24:00,Faisalabad,0
11688,460,120,39.61,2026-01-12 20:31:00,Faisalabad,0
11430,450,18,53.56,2026-01-12 20:42:00,Faisalabad,0
4077,162,111,126.72,2026-01-12 20:59:00,Rawalpindi,0
17727,698,58,55.95,2026-01-12 20:59:00,Karachi,0
2151,86,122,90.27,2026-01-12 21:04:00,Multan,0
14508,572,5,73.56,2026-01-12 21:42:00,Rawalpindi,0
12413,489,112,36.25,2026-01-12 22:08:00,Rawalpindi,0
7629,300,87,29.38,2026-01-12 22:11:00,Islamabad,0
10082,397,142,19.1,2026-01-12 23:02:00,Rawalpindi,0
8702,343,33,48.33,2026-01-12 23:06:00,Karachi,0
1699,68,125,44.01,2026-01-12 23:50:00,Multan,0
20459,674,122,204.65,2026-01-13 01:46:00,Lahore,1
8710,343,135,39.45,2026-01-13 03:19:00,Karachi,0
4540,182,136,28.75,2026-01-13 04:09:00,Islamabad,0
2084,84,138,44.26,2026-01-13 04:11:00,Karachi,0
972,41,18,19.31,2026-01-13 05:08:00,Multan,0
6610,261,19,84.68,2026-01-13 06:17:00,Multan,0
14691,580,62,42.75,2026-01-13 06:52:00,Rawalpindi,0
1617,65,122,44.11,2026-01-13 06:57:00,Rawalpindi,0
8282,327,68,69.45,2026-01-13 07:01:00,Islamabad,0
6300,249,68,11.56,2026-01-13 07:05:00,Lahore,0
11512,453,124,29.81,2026-01-13 07:08:00,Karachi,0
3377,134,89,49.58,2026-01-13 07:29:00,Karachi,0
2278,91,13,71.68,2026-01-13 07:46:00,Multan,0
1622,65,80,28.52,2026-01-13 07:52:00,Rawalpindi,0
3814,152,17,4.85,2026-01-13 07:59:00,Lahore,0
15934,628,122,48.99,2026-01-13 08:06:00,Rawalpindi,0
16345,643,82,44.95,2026-01-13 08:11:00,Lahore,0
6897,273,112,135.76,2026-01-13 08:13:00,Faisalabad,0
14388,567,111,32.18,2026-01-13 08:14:00,Karachi,0
9879,389,43,10.81,2026-01-13 08:17:00,Multan,0
9951,392,73,53.8,2026-01-13 08:18:00,Islamabad,0
17117,674,74,12.84,2026-01-13 08:31:00,Lahore,0
4810,191,110,38.29,2026-01-13 08:40:00,Lahore,0
7776,306,23,26.83,2026-01-13 08:41:00,Karachi,0
16094,634,76,36.67,2026-01-13 08:43:00,Islamabad,0
14315,564,12,11.7,2026-01-13 08:44:00,Rawalpindi,0
18456,728,41,108.76,2026-01-13 08:49:00,Lahore,0
18843,743,98,14.13,2026-01-13 08:53:00,Rawalpindi,0
5511,219,29,30.78,2026-01-13 09:08:00,Rawalpindi,0
8725,344,85,19.71,2026-01-13 09:10:00,Karachi,0
18303,722,116,35.94,2026-01-13 09:11:00,Multan,0
16705,659,109,49.25,2026-01-13 09:14:00,Rawalpindi,0
3253,129,114,72.35,2026-01-13 09:16:00,Rawalpindi,0
5740,227,150,46.52,2026-01-13 09:27:00,Faisalabad,0
14290,562,96,11.82,2026-01-13 09:40:00,Lahore,0
18519,731,124,52.78,2026-01-13 09:43:00,Faisalabad,0
12850,506,123,75.35,2026-01-13 09:47:00,Rawalpindi,0
1377,55,146,58.38,2026-01-13 09:50:00,Rawalpindi,0
4090,163,18,54.5,2026-01-13 09:52:00,Faisalabad,0
617,25,49,47.4,2026-01-13 09:57:00,Multan,0
5341,212,92,26.31,2026-01-13 10:04:00,Lahore,0
2104,85,84,15.07,2026-01-13 10:27:00,Multan,0
12701,500,87,123.79,2026-01-13 10:27:00,Rawalpindi,0
17771,700,12,117.7,2026-01-13 10:29:00,Multan,0
4638,185,18,52.13,2026-01-13 10:34:00,Faisalabad,0
18592,733,54,5.84,2026-01-13 10:35:00,Islamabad,0
16441,647,34,16.56,2026-01-13 10:36:00,Lahore,0
923,38,68,18.96,2026-01-13 10:40:00,Rawalpindi,0
16474,649,22,29.17,2026-01-13 10:54:00,Faisalabad,0
7281,287,39,37.47,2026-01-13 10:59:00,Karachi,0
5386,214,8,26.02,2026-01-13 11:00:00,Islamabad,0
5367,213,80,19.86,2026-01-13 11:00:00,Islamabad,0
16874,665,30,68.34,2026-01-13 11:06:00,Karachi,0
375,15,104,28.87,2026-01-13 11:11:00,Islamabad,0
11624,457,118,84.22,2026-01-13 11:14:00,Faisalabad,0
9790,386,55,19.21,2026-01-13 11:15:00,Faisalabad,0
19661,778,21,33.27,2026-01-13 11:25:00,Rawalpindi,0
4304,172,62,49.88,2026-01-13 11:29:00,Karachi,0
2444,97,72,12.91,2026-01-13 11:33:00,Islamabad,0
19766,781,93,7.1,2026-01-13 11:34:00,Karachi,0
19166,757,142,31.92,2026-01-13 11:37:00,Islamabad,0
20156,797,122,28.58,2026-01-13 11:39:00,Lahore,0
5833,231,21,60.25,2026-01-13 11:42:00,Karachi,0
13702,540,68,39.51,2026-01-13 11:43:00,Faisalabad,0
10783,425,127,54.47,2026-01-13 11:45:00,Lahore,0
3875,154,137,52.26,2026-01-13 11:47:00,Lahore,0
10234,403,83,77.06,2026-01-13 11:48:00,Islamabad,0
4229,169,34,48.03,2026-01-13 11:56:00,Multan,0
16846,664,98,64.66,2026-01-13 12:02:00,Lahore,0
7490,295,97,159.24,2026-01-13 12:03:00,Multan,0
12641,497,71,40.19,2026-01-13 12:04:00,Lahore,0
1335,54,103,81.87,2026-01-13 12:05:00,Karachi,0
6650,263,22,4.98,2026-01-13 12:06:00,Rawalpindi,0
6919,273,77,84.86,2026-01-13 12:07:00,Faisalabad,0
10227,402,44,24.26,2026-01-13 12:08:00,Islamabad,0
18274,721,6,47.81,2026-01-13 12:11:00,Karachi,0
7249,285,111,7.79,2026-01-13 12:13:00,Lahore,0
12586,495,122,63.97,2026-01-13 12:14:00,Faisalabad,0
15866,626,130,45.41,2026-01-13 12:20:00,Multan,0
9236,364,137,28.79,2026-01-13 12:24:00,Multan,0
7941,313,6,29.69,2026-01-13 12:24:00,Multan,0
5951,236,104,85.6,2026-01-13 12:24:00,Rawalpindi,0
11950,469,30,33.26,2026-01-13 12:27:00,Karachi,0
20510,732,116,135.48,2026-01-13 12:31:00,Islamabad,1
595,24,102,40.04,2026-01-13 12:33:00,Rawalpindi,0
2608,103,61,37.72,2026-01-13 12:38:00,Faisalabad,0
471,19,39,7.49,2026-01-13 12:38:00,Islamabad,0
14068,554,119,40.72,2026-01-13 12:50:00,Multan,0
5561,221,5,66.9,2026-01-13 12:50:00,Karachi,0
1279,52,82,113.01,2026-01-13 12:53:00,Faisalabad,0
7596,298,11,10.91,2026-01-13 12:54:00,Rawalpindi,0
943,39,65,29.32,2026-01-13 13:00:00,Rawalpindi,0
14692,580,28,38.84,2026-01-13 13:02:00,Rawalpindi,0
2548,101,47,10.96,2026-01-13 13:06:00,Rawalpindi,0
14309,563,85,22.91,2026-01-13 13:06:00,Rawalpindi,0
13147,518,27,41.96,2026-01-13 13:08:00,Faisalabad,0
7224,285,7,30.86,2026-01-13 13:14:00,Lahore,0
10457,412,12,119.73,2026-01-13 13:17:00,Faisalabad,0
2262,90,81,56.67,2026-01-13 13:20:00,Lahore,0
20127,796,144,30.65,2026-01-13 13:22:00,Faisalabad,0
16701,658,73,81.79,2026-01-13 13:25:00,Rawalpindi,0
16993,670,150,54.38,2026-01-13 13:25:00,Rawalpindi,0
10802,426,83,59.59,2026-01-13 13:29:00,Islamabad,0
3050,120,82,59.6,2026-01-13 13:29:00,Karachi,0
19800,783,104,46.45,2026-01-13 13:31:00,Rawalpindi,0
19894,786,33,59.67,2026-01-13 13:31:00,Faisalabad,0
10291,405,89,35.6,2026-01-13 13:38:00,Multan,0
10543,415,143,34.59,2026-01-13 13:40:00,Rawalpindi,0
5605,222,140,36.39,2026-01-13 13:42:00,Lahore,0
16831,663,19,19.12,2026-01-13 13:46:00,Islamabad,0
14503,572,7,100.81,2026-01-13 13:46:00,Rawalpindi,0
17833,702,21,33.76,2026-01-13 13:48:00,Islamabad,0
16595,654,41,27.65,2026-01-13 13:49:00,Faisalabad,0
6774,268,59,55.18,2026-01-13 13:52:00,Islamabad,0
18266,721,141,46.86,2026-01-13 13:53:00,Karachi,0
7567,297,18,17.31,2026-01-13 13:58:00,Karachi,0
1375,55,146,58.0,2026-01-13 13:59:00,Rawalpindi,0
9561,376,134,83.86,2026-01-13 14:00:00,Lahore,0
12283,483,150,25.22,2026-01-13 14:02:00,Islamabad,0
1306,53,5,28.04,2026-01-13 14:03:00,Karachi,0
14869,587,138,8.05,2026-01-13 14:08:00,Faisalabad,0
4449,178,98,84.89,2026-01-13 14:09:00,Multan,0
15410,608,34,77.02,2026-01-13 14:18:00,Faisalabad,0
7239,285,90,29.0,2026-01-13 14:22:00,Lahore,0
15338,605,147,22.0,2026-01-13 14:24:00,Faisalabad,0
10641,419,60,49.5,2026-01-13 14:28:00,Islamabad,0
18014,710,136,107.73,2026-01-13 14:32:00,Karachi,0
16562,653,61,47.79,2026-01-13 14:32:00,Lahore,0
1109,46,58,33.79,2026-01-13 14:32:00,Lahore,0
12844,505,89,54.39,2026-01-13 14:43:00,Multan,0
3793,151,32,42.83,2026-01-13 14:50:00,Islamabad,0
19534,772,97,55.83,2026-01-13 14:50:00,Rawalpindi,0
542,22,39,19.48,2026-01-13 14:51:00,Islamabad,0
13721,541,57,22.35,2026-01-13 14:54:00,Faisalabad,0
14127,556,28,39.01,2026-01-13 14:54:00,Multan,0
15012,592,120,8.35,2026-01-13 14:56:00,Islamabad,0
17287,681,108,40.08,2026-01-13 14:59:00,Islamabad,0
13657,538,99,39.24,2026-01-13 15:00:00,Faisalabad,0
12081,475,137,51.99,2026-01-13 15:05:00,Islamabad,0
19777,782,17,50.11,2026-01-13 15:07:00,Multan,0
15191,599,65,44.16,2026-01-13 15:17:00,Rawalpindi,0
11971,470,97,27.72,2026-01-13 15:17:00,Lahore,0
1949,78,9,30.13,2026-01-13 15:18:00,Multan,0
17077,673,138,64.27,2026-01-13 15:18:00,Faisalabad,0
11387,448,138,5.55,2026-01-13 15:18:00,Islamabad,0
18212,718,7,37.3,2026-01-13 15:19:00,Lahore,0
11740,462,7,20.18,2026-01-13 15:19:00,Multan,0
18887,745,101,35.35,2026-01-13 15:24:00,Lahore,0
5100,203,63,54.98,2026-01-13 15:25:00,Karachi,0
643,27,105,14.67,2026-01-13 15:27:00,Multan,0
3507,139,144,38.87,2026-01-13 15:28:00,Lahore,0
6388,253,117,19.57,2026-01-13 15:31:00,Lahore,0
17230,679,145,44.16,2026-01-13 15:31:00,Multan,0
17408,686,132,44.24,2026-01-13 15:31:00,Islamabad,0
13993,551,39,15.19,2026-01-13 15:32:00,Multan,0
12016,472,58,52.45,2026-01-13 15:32:00,Faisalabad,0
3745,149,7,104.14,2026-01-13 15:34:00,Rawalpindi,0
7488,295,132,104.44,2026-01-13 15:34:00,Multan,0
15158,597,31,66.87,2026-01-13 15:37:00,Lahore,0
17129,675,35,42.23,2026-01-13 15:37:00,Karachi,0
12521,493,59,39.96,2026-01-13 15:38:00,Faisalabad,0
4826,192,48,7.46,2026-01-13 15:39:00,Rawalpindi,0
17434,687,42,36.81,2026-01-13 15:42:00,Karachi,0
8389,330,103,31.2,2026-01-13 15:45:00,Multan,0
8529,336,149,42.56,2026-01-13 15:45:00,Rawalpindi,0
1714,68,131,56.8,2026-01-13 15:48:00,Multan,0
8993,355,71,98.09,2026-01-13 15:50:00,Rawalpindi,0
13900,547,50,19.75,2026-01-13 15:54:00,Faisalabad,0
6728,266,34,19.06,2026-01-13 15:57:00,Islamabad,0
5656,224,114,28.44,2026-01-13 15:57:00,Faisalabad,0
2592,103,114,31.08,2026-01-13 16:02:00,Faisalabad,0
7873,310,106,38.13,2026-01-13 16:14:00,Lahore,0
6796,269,46,11.39,2026-01-13 16:15:00,Karachi,0
16159,637,134,19.41,2026-01-13 16:16:00,Islamabad,0
5567,221,24,28.06,2026-01-13 16:20:00,Karachi,0
8073,319,67,50.98,2026-01-13 16:21:00,Faisalabad,0
15225,600,54,29.16,2026-01-13 16:22:00,Faisalabad,0
8322,328,133,3.43,2026-01-13 16:22:00,Faisalabad,0
7839,309,29,26.32,2026-01-13 16:24:00,Islamabad,0
7738,304,88,81.6,2026-01-13 16:24:00,Rawalpindi,0
17448,688,85,44.3,2026-01-13 16:24:00,Karachi,0
10102,397,50,18.37,2026-01-13 16:31:00,Rawalpindi,0
14901,588,55,79.38,2026-01-13 16:31:00,Rawalpindi,0
8754,345,58,48.03,2026-01-13 16:31:00,Islamabad,0
7423,292,91,3.91,2026-01-13 16:35:00,Karachi,0
6819,270,144,41.66,2026-01-13 16:37:00,Multan,0
3737,149,114,107.92,2026-01-13 16:38:00,Rawalpindi,0
5168,205,103,15.14,2026-01-13 16:51:00,Multan,0
1401,56,89,25.24,2026-01-13 16:55:00,Multan,0
4797,191,80,53.91,2026-01-13 17:01:00,Lahore,0
10085,397,3,12.36,2026-01-13 17:02:00,Rawalpindi,0
11599,456,26,29.31,2026-01-13 17:05:00,Lahore,0
7686,302,148,32.06,2026-01-13 17:11:00,Faisalabad,0
5136,204,59,29.32,2026-01-13 17:11:00,Multan,0
2140,86,12,129.72,2026-01-13 17:13:00,Multan,0
10487,413,103,94.62,2026-01-13 17:24:00,Lahore,0
17005,670,87,50.06,2026-01-13 17:25:00,Rawalpindi,0
1668,67,37,53.43,2026-01-13 17:27:00,Faisalabad,0
19538,772,36,114.85,2026-01-13 17:27:00,Rawalpindi,0
11097,437,84,66.21,2026-01-13 17:27:00,Lahore,0
14737,582,143,64.84,2026-01-13 17:37:00,Multan,0
6866,271,136,57.04,2026-01-13 17:42:00,Rawalpindi,0
17551,692,126,29.01,2026-01-13 17:49:00,Karachi,0
9766,386,115,19.44,2026-01-13 17:59:00,Faisalabad,0
196,8,97,35.04,2026-01-13 18:03:00,Lahore,0
18225,719,12,34.5,2026-01-13 18:07:00,Islamabad,0
885,37,77,41.19,2026-01-13 18:08:00,Islamabad,0
18602,734,77,45.79,2026-01-13 18:10:00,Faisalabad,0
19630,776,97,44.77,2026-01-13 18:16:00,Islamabad,0
6133,243,9,51.83,2026-01-13 18:21:00,Faisalabad,0
10323,406,115,103.72,2026-01-13 18:23:00,Multan,0
11942,469,90,27.94,2026-01-13 18:25:00,Karachi,0
9541,376,5,81.88,2026-01-13 18:27:00,Lahore,0
14506,572,102,81.92,2026-01-13 18:33:00,Rawalpindi,0
14725,581,95,35.53,2026-01-13 18:37:00,Multan,0
5948,235,118,37.83,2026-01-13 18:46:00,Islamabad,0
16884,666,98,28.16,2026-01-13 18:55:00,Karachi,0
2705,106,131,45.98,2026-01-13 18:57:00,Lahore,0
5852,232,49,23.41,2026-01-13 19:04:00,Lahore,0
13746,541,45,15.2,2026-01-13 19:08:00,Faisalabad,0
18683,737,145,43.38,2026-01-13 19:20:00,Islamabad,0
4834,192,148,16.98,2026-01-13 19:21:00,Rawalpindi,0
9553,376,28,121.3,2026-01-13 19:29:00,Lahore,0
1147,48,26,44.76,2026-01-13 19:29:00,Faisalabad,0
14618,577,16,127.46,2026-01-13 19:47:00,Rawalpindi,0
9803,387,62,20.78,2026-01-13 19:54:00,Rawalpindi,0
8737,344,46,28.84,2026-01-13 19:55:00,Karachi,0
19206,758,129,40.13,2026-01-13 19:57:00,Islamabad,0
9399,370,71,26.31,2026-01-13 20:03:00,Faisalabad,0
8436,332,44,40.74,2026-01-13 20:14:00,Islamabad,0
6168,244,65,40.76,2026-01-13 20:29:00,Rawalpindi,0
14025,553,137,46.9,2026-01-13 20:45:00,Karachi,0
5412,215,95,21.41,2026-01-13 20:46:00,Rawalpindi,0
2994,118,142,53.71,2026-01-13 20:52:00,Karachi,0
4909,195,79,10.27,2026-01-13 21:01:00,Karachi,0
7189,283,50,32.29,2026-01-13 21:08:00,Lahore,0
12730,501,79,52.49,2026-01-13 21:32:00,Multan,0
8382,330,74,13.42,2026-01-13 22:30:00,Multan,0
8720,344,37,22.53,2026-01-13 22:33:00,Karachi,0
16080,633,116,25.33,2026-01-13 23:20:00,Lahore,0
10039,395,19,34.41,2026-01-13 23:44:00,Karachi,0
6382,253,29,11.9,2026-01-14 04:09:00,Lahore,0
13695,540,136,69.03,2026-01-14 05:00:00,Faisalabad,0
16879,665,121,51.94,2026-01-14 05:20:00,Karachi,0
11653,458,42,73.72,2026-01-14 05:21:00,Multan,0
1598,64,82,11.59,2026-01-14 05:31:00,Rawalpindi,0
6575,260,109,6.6,2026-01-14 06:09:00,Rawalpindi,0
1579,64,92,50.34,2026-01-14 06:41:00,Rawalpindi,0
9364,369,98,35.32,2026-01-14 06:47:00,Multan,0
19959,789,122,41.59,2026-01-14 07:03:00,Multan,0
956,40,107,60.06,2026-01-14 07:06:00,Multan,0
700,29,147,80.91,2026-01-14 07:08:00,Islamabad,0
13907,548,38,12.43,2026-01-14 07:10:00,Multan,0
14093,555,125,45.46,2026-01-14 07:28:00,Islamabad,0
10168,400,68,28.31,2026-01-14 07:30:00,Karachi,0
12935,509,145,38.1,2026-01-14 07:58:00,Islamabad,0
7110,280,10,31.3,2026-01-14 08:04:00,Karachi,0
19186,758,97,24.47,2026-01-14 08:11:00,Islamabad,0
13692,540,138,72.08,2026-01-14 08:15:00,Faisalabad,0
11261,443,25,23.6,2026-01-14 08:21:00,Lahore,0
14759,582,30,86.25,2026-01-14 08:27:00,Multan,0
17038,671,128,42.24,2026-01-14 08:29:00,Faisalabad,0
13478,531,136,26.04,2026-01-14 08:37:00,Karachi,0
7131,281,13,1.86,2026-01-14 08:38:00,Karachi,0
17258,680,38,50.01,2026-01-14 08:45:00,Lahore,0
14237,560,98,22.88,2026-01-14 08:48:00,Multan,0
5472,217,89,52.56,2026-01-14 09:25:00,Islamabad,0
3847,153,104,26.51,2026-01-14 09:25:00,Rawalpindi,0
9509,374,96,22.58,2026-01-14 09:31:00,Rawalpindi,0
11159,440,138,28.78,2026-01-14 09:43:00,Multan,0
1148,48,92,25.9,2026-01-14 09:51:00,Faisalabad,0
6209,246,3,34.22,2026-01-14 09:58:00,Multan,0
1879,75,55,12.35,2026-01-14 10:13:00,Faisalabad,0
3021,119,15,68.59,2026-01-14 10:13:00,Multan,0
10462,412,93,96.8,2026-01-14 10:15:00,Faisalabad,0
17376,685,84,53.83,2026-01-14 10:20:00,Lahore,0
14402,567,61,22.57,2026-01-14 10:36:00,Karachi,0
17436,687,47,106.18,2026-01-14 10:36:00,Karachi,0
8541,336,62,51.66,2026-01-14 10:37:00,Rawalpindi,0
6883,272,98,40.12,2026-01-14 10:44:00,Faisalabad,0
799,33,32,38.18,2026-01-14 10:51:00,Karachi,0
1259,51,17,59.17,2026-01-14 10:59:00,Karachi,0
7246,285,24,30.47,2026-01-14 10:59:00,Lahore,0
1782,71,115,12.9,2026-01-14 11:01:00,Rawalpindi,0
14074,554,138,25.98,2026-01-14 11:05:00,Multan,0
5845,232,33,53.33,2026-01-14 11:08:00,Lahore,0
19591,774,64,37.44,2026-01-14 11:14:00,Karachi,0
765,32,40,35.7,2026-01-14 11:18:00,Islamabad,0
18262,721,39,15.14,2026-01-14 11:26:00,Karachi,0
2882,113,4,22.34,2026-01-14 11:26:00,Lahore,0
10884,429,126,28.82,2026-01-14 11:31:00,Karachi,0
10834,427,14,15.08,2026-01-14 11:34:00,Rawalpindi,0
17192,678,149,26.5,2026-01-14 11:37:00,Rawalpindi,0
6059,240,49,76.54,2026-01-14 11:42:00,Karachi,0
19056,752,58,51.7,2026-01-14 11:43:00,Islamabad,0
3445,137,70,102.43,2026-01-14 11:47:00,Multan,0
28,2,127,19.89,2026-01-14 11:49:00,Lahore,0
17720,698,44,67.86,2026-01-14 11:59:00,Karachi,0
7586,298,101,27.76,2026-01-14 12:02:00,Rawalpindi,0
6113,242,91,18.49,2026-01-14 12:04:00,Lahore,0
6301,249,17,25.61,2026-01-14 12:05:00,Lahore,0
65,3,83,14.28,2026-01-14 12:05:00,Karachi,0
20050,793,142,30.54,2026-01-14 12:07:00,Faisalabad,0
17062,672,105,9.41,2026-01-14 12:10:00,Faisalabad,0
2561,101,34,5.25,2026-01-14 12:10:00,Rawalpindi,0
11311,445,133,41.91,2026-01-14 12:13:00,Faisalabad,0
15195,599,80,44.42,2026-01-14 12:19:00,Rawalpindi,0
6514,258,88,23.59,2026-01-14 12:20:00,Rawalpindi,0
10811,426,45,79.76,2026-01-14 12:21:00,Islamabad,0
9606,378,70,39.44,2026-01-14 12:26:00,Rawalpindi,0
4881,194,100,35.67,2026-01-14 12:29:00,Islamabad,0
10499,413,47,75.43,2026-01-14 12:36:00,Lahore,0
321,13,93,21.34,2026-01-14 12:39:00,Faisalabad,0
10478,412,87,78.02,2026-01-14 12:46:00,Faisalabad,0
7205,284,94,57.2,2026-01-14 12:46:00,Faisalabad,0
16842,664,94,71.77,2026-01-14 12:51:00,Lahore,0
17223,679,97,36.15,2026-01-14 12:56:00,Multan,0
9796,387,1,11.58,2026-01-14 13:00:00,Rawalpindi,0
19227,759,11,27.46,2026-01-14 13:01:00,Islamabad,0
2079,83,133,28.42,2026-01-14 13:01:00,Karachi,0
2342,93,134,138.26,2026-01-14 13:06:00,Lahore,0
12233,481,144,47.89,2026-01-14 13:09:00,Multan,0
18466,729,49,37.72,2026-01-14 13:11:00,Rawalpindi,0
13387,527,63,41.03,2026-01-14 13:13:00,Karachi,0
11277,444,28,61.01,2026-01-14 13:14:00,Multan,0
9502,374,53,24.23,2026-01-14 13:14:00,Rawalpindi,0
11702,460,88,20.99,2026-01-14 13:15:00,Faisalabad,0
9088,358,136,62.12,2026-01-14 13:15:00,Multan,0
6004,237,17,55.89,2026-01-14 13:17:00,Faisalabad,0
6198,245,60,64.78,2026-01-14 13:18:00,Faisalabad,0
11324,446,104,24.35,2026-01-14 13:18:00,Faisalabad,0
3034,120,102,52.51,2026-01-14 13:24:00,Karachi,0
1695,68,103,97.7,2026-01-14 13:25:00,Multan,0
10122,398,133,60.72,2026-01-14 13:28:00,Islamabad,0
6824,270,30,45.05,2026-01-14 13:29:00,Multan,0
19807,783,121,49.91,2026-01-14 13:32:00,Rawalpindi,0
5962,236,2,55.73,2026-01-14 13:34:00,Rawalpindi,0
15258,602,107,52.15,2026-01-14 13:34:00,Faisalabad,0
15086,595,115,85.44,2026-01-14 13:36:00,Multan,0
20160,798,77,37.92,2026-01-14 13:36:00,Karachi,0
19731,780,143,13.71,2026-01-14 13:37:00,Lahore,0
6438,255,78,150.75,2026-01-14 13:38:00,Rawalpindi,0
13435,529,86,21.93,2026-01-14 13:39:00,Lahore,0
3096,122,140,39.34,2026-01-14 13:43:00,Lahore,0
8147,321,39,81.28,2026-01-14 13:43:00,Faisalabad,0
5194,206,79,34.17,2026-01-14 13:45:00,Lahore,0
2017,81,86,111.07,2026-01-14 13:45:00,Rawalpindi,0
1272,52,109,78.69,2026-01-14 13:46:00,Faisalabad,0
14831,585,145,17.71,2026-01-14 13:47:00,Faisalabad,0
14645,578,51,79.74,2026-01-14 13:51:00,Islamabad,0
2700,106,113,25.08,2026-01-14 14:01:00,Lahore,0
10305,406,80,136.19,2026-01-14 14:03:00,Multan,0
10782,425,97,44.47,2026-01-14 14:05:00,Lahore,0
11075,436,25,57.18,2026-01-14 14:05:00,Karachi,0
2235,89,80,57.13,2026-01-14 14:07:00,Islamabad,0
2477,98,103,29.97,2026-01-14 14:08:00,Multan,0
3303,131,90,19.64,2026-01-14 14:09:00,Karachi,0
6676,264,150,30.42,2026-01-14 14:17:00,Rawalpindi,0
18756,740,29,23.77,2026-01-14 14:19:00,Lahore,0
3070,121,6,116.4,2026-01-14 14:20:00,Faisalabad,0
11309,445,124,57.5,2026-01-14 14:20:00,Faisalabad,0
5180,206,25,41.87,2026-01-14 14:22:00,Lahore,0
10761,424,97,31.34,2026-01-14 14:23:00,Islamabad,0
18522,731,53,30.07,2026-01-14 14:23:00,Faisalabad,0
