customer_id,home_city,avg_spend,favorite_category,risk_profile
623,Islamabad,15.495616047427543,fuel,medium
624,Multan,39.613747789046116,pharmacy,low
625,Karachi,49.37391640331194,fuel,low
626,Multan,41.204170605029056,clothing,high
627,Rawalpindi,51.449938986062186,restaurant,low
628,Rawalpindi,45.03010375512622,electronics,low
629,Rawalpindi,53.94559852222117,grocery,high
630,Islamabad,28.318971249064766,travel,low
631,Lahore,45.252761544621166,utilities,low
632,Islamabad,31.42750324469919,restaurant,medium
633,Lahore,26.987873724552365,clothing,medium
634,Islamabad,52.616369506887054,online_retail,medium
635,Karachi,49.29830452048565,fuel,medium
636,Karachi,43.05068040540115,entertainment,medium
637,Islamabad,20.88608220714638,entertainment,low
638,Multan,20.89334384899448,clothing,low
639,Karachi,29.352791930347617,clothing,medium
640,Faisalabad,60.164939176226824,clothing,medium
641,Rawalpindi,71.73646597224588,pharmacy,low
642,Lahore,113.33715729845447,travel,low
643,Lahore,49.236550592559325,restaurant,high
644,Karachi,97.31426957283101,online_retail,medium
645,Multan,54.81323881963644,pharmacy,high
646,Lahore,79.26383745110577,online_retail,low
647,Lahore,22.788532975109568,clothing,low
648,Multan,56.90469595659894,electronics,medium
649,Faisalabad,23.285808552144637,pharmacy,medium
650,Rawalpindi,32.763919279539856,clothing,low
651,Multan,45.116806886589224,online_retail,high
652,Rawalpindi,75.24816795325387,pharmacy,medium
653,Lahore,33.188688679771815,fuel,low
654,Faisalabad,43.84815515684836,grocery,low
655,Multan,16.30834330709568,entertainment,low
656,Islamabad,38.596433522634506,utilities,low
657,Karachi,37.05799079029502,electronics,medium
658,Rawalpindi,74.15700193026744,travel,medium
659,Rawalpindi,41.799203116821154,clothing,low
660,Rawalpindi,39.46825431693826,online_retail,high
661,Lahore,29.302180482323607,restaurant,high
662,Lahore,20.89772903366261,grocery,medium
663,Islamabad,31.804010919996017,travel,low
664,Lahore,53.88030490554398,electronics,low
665,Karachi,65.7654058501364,entertainment,medium
666,Karachi,38.12351855223611,online_retail,medium
667,Faisalabad,6.658729210660808,pharmacy,high
668,Rawalpindi,19.589350973972724,entertainment,medium
669,Faisalabad,9.826498956792989,utilities,medium
670,Rawalpindi,45.118999440628166,restaurant,low
671,Faisalabad,61.82980853405642,electronics,low
672,Faisalabad,35.48292918075786,utilities,medium
673,Faisalabad,50.05096753659977,clothing,low
674,Lahore,18.3798794491981,pharmacy,low
675,Karachi,30.437533646313657,travel,medium
676,Faisalabad,42.23670946953656,fuel,high
677,Islamabad,114.77635685206533,electronics,low
678,Rawalpindi,19.13513145683812,pharmacy,low
679,Multan,46.85012930627235,pharmacy,high
680,Lahore,38.90717861035219,online_retail,medium
681,Islamabad,35.588805469285305,fuel,low
682,Lahore,69.32952274767463,travel,low
683,Lahore,101.95108700102419,fuel,high
684,Rawalpindi,45.74036283806411,utilities,medium
685,Lahore,47.01139860157728,grocery,low
686,Islamabad,47.923417163062865,fuel,low
687,Karachi,81.71390482515399,utilities,high
688,Karachi,37.177064481978746,electronics,low
689,Multan,41.733695960716574,fuel,medium
690,Multan,71.33810352449706,fuel,low
691,Karachi,27.68968850663348,pharmacy,low
692,Karachi,30.759572343197245,utilities,low
693,Lahore,109.00725500019747,clothing,medium
694,Karachi,11.961948999018624,restaurant,low
695,Multan,21.696217101488713,clothing,low
696,Karachi,48.482801783706016,electronics,medium
697,Rawalpindi,21.381200098709748,grocery,low
698,Karachi,53.65365308801146,grocery,low
699,Islamabad,43.17620053934545,fuel,high
700,Multan,108.77096488191394,pharmacy,high
701,Lahore,87.39495910924963,restaurant,low
702,Islamabad,28.651760221530623,grocery,low
703,Karachi,64.95486292920076,online_retail,low
704,Multan,49.09289722424625,electronics,medium
705,Rawalpindi,20.921224175152823,electronics,low
706,Faisalabad,33.01433364150766,travel,low
707,Islamabad,30.864210836457715,entertainment,low
708,Multan,38.37186236219598,electronics,low
709,Faisalabad,54.76506315491023,entertainment,high
710,Karachi,65.82142535745756,utilities,low
711,Lahore,65.95506631660623,entertainment,medium
712,Islamabad,28.434811662590093,travel,high
713,Rawalpindi,21.582345158630794,grocery,low
714,Lahore,42.29267692771395,travel,low
715,Faisalabad,61.17763892121304,online_retail,low
716,Rawalpindi,21.98726550363832,electronics,low
717,Faisalabad,68.0850779033108,travel,high
718,Lahore,98.23522718363394,electronics,medium
719,Islamabad,41.740574029873315,utilities,medium
720,Karachi,75.74350714023146,electronics,medium
721,Karachi,46.852836988553975,clothing,low
722,Multan,57.874389357927335,utilities,medium
723,Multan,38.171305970894686,pharmacy,low
724,Faisalabad,65.50635852268614,utilities,high
725,Multan,86.33578890138672,clothing,medium
726,Faisalabad,33.71085316749879,entertainment,medium
727,Multan,35.84452303634347,online_retail,low
728,Lahore,126.44598632958088,electronics,low
729,Rawalpindi,42.67969979078083,entertainment,high
730,Rawalpindi,26.80819166407599,fuel,medium
731,Faisalabad,39.09962879295612,travel,low
732,Karachi,34.845151420231,online_retail,low
733,Islamabad,7.720050695943589,travel,medium
734,Faisalabad,42.053525469714245,online_retail,low
735,Rawalpindi,13.866255144210799,electronics,low
736,Islamabad,29.25794300333707,online_retail,high
737,Islamabad,62.15966989330213,clothing,low
738,Islamabad,49.97341462503185,restaurant,high
739,Rawalpindi,35.7398036256937,travel,low
740,Lahore,32.68273432386856,electronics,low
741,Lahore,23.498111199154813,electronics,low
742,Faisalabad,38.451040109564964,electronics,high
743,Rawalpindi,27.213419038606588,pharmacy,medium
744,Karachi,55.9302386990669,entertainment,high
745,Lahore,49.151731600248006,utilities,low
746,Multan,29.295860413920764,entertainment,low
747,Islamabad,43.704496830006235,electronics,low
748,Faisalabad,63.589695935449626,pharmacy,medium
749,Rawalpindi,17.148467892997356,online_retail,low
750,Rawalpindi,74.63013728826935,grocery,medium
751,Islamabad,121.66491858343691,utilities,low
752,Islamabad,44.27503295046017,pharmacy,low
753,Lahore,51.83121390532829,utilities,high
754,Multan,45.280363987482005,fuel,medium
755,Karachi,61.61877999278221,travel,high
756,Karachi,18.01610193935154,electronics,medium
757,Islamabad,42.718520166727586,entertainment,low
758,Islamabad,35.61196631911211,electronics,low
759,Islamabad,23.970978739286206,utilities,low
760,Karachi,64.82644598630655,online_retail,low
761,Multan,80.54468287231245,utilities,low
762,Multan,42.0186638690994,entertainment,medium
763,Lahore,23.34441994922091,utilities,low
764,Rawalpindi,121.2400019752012,clothing,low
765,Lahore,14.843547976295838,restaurant,low
766,Islamabad,33.691117113108426,clothing,low
767,Islamabad,38.19298170361997,pharmacy,high
768,Lahore,30.89323355416675,restaurant,medium
769,Karachi,43.254389191902256,utilities,low
770,Rawalpindi,81.44578036775431,online_retail,low
771,Lahore,84.8517184581182,restaurant,low
772,Rawalpindi,78.02470690994465,grocery,low
773,Lahore,42.78541435504152,entertainment,low
774,Karachi,38.88450252980243,online_retail,low
775,Faisalabad,17.973841916429038,travel,high
776,Islamabad,30.234663684644907,restaurant,low
777,Islamabad,37.374742627597456,clothing,low
778,Rawalpindi,22.780986709744834,pharmacy,low
779,Multan,30.087900104857447,utilities,high
780,Lahore,14.526725762926233,grocery,medium
781,Karachi,22.38188487554647,restaurant,medium
782,Multan,42.37242897506339,grocery,medium
783,Rawalpindi,39.553331037813614,electronics,high
784,Islamabad,50.54080873609372,travel,low
785,Rawalpindi,30.29824553968053,online_retail,high
786,Faisalabad,70.54512891535114,utilities,low
787,Faisalabad,113.33659182365847,online_retail,low
788,Islamabad,42.12736588904862,fuel,low
789,Multan,47.622018912260394,electronics,high
790,Islamabad,17.456525016303097,online_retail,low
791,Lahore,57.534322738753765,clothing,low
792,Rawalpindi,26.022280807210734,utilities,low
793,Faisalabad,35.5286055190515,entertainment,medium
794,Rawalpindi,86.65951972258691,clothing,high
795,Lahore,13.072398752425865,fuel,high
796,Faisalabad,46.196414976672415,utilities,high
797,Lahore,28.071705350552044,grocery,medium
798,Karachi,38.810913798917454,clothing,medium
799,Karachi,28.497507018279496,restaurant,low
800,Islamabad,39.09190793757501,clothing,medium
